"year","country","v2x_polyarchy","v2x_pubcorr","v2jucorrdc","v2xel_regelec","v2elsnlsff","v2elrgpwr","e_fh_rol","v2ellocelc","v2ellocpwr","v2xel_locelec","RWI","bmr_democracy","polity","polity2","xpolity","gdppc10","pop","minor","major","armedconf","fh.A.Legal","fh.B.Political","fh.C.Economic","fh.total.score","fh.media.freedom","rulelaw.wb","l.polity2","polity2.squ","l.polity2.squ","v2x_polyarchy.sq","v2x_libdem.sq","lpop","l.lpop","lrgdp","l.lrgdp","pts","l.pts","gwno","alljourn","polgroup","state","other","unknown","stateunknown","stateunknownother","foreign.state","local.state","capital.stateunknown","capital.state","nocapital.state","regional.media.state","national.media.state","international.media.state","foreign.unknown","local.unknown","capital.unknown","nocapital.unknown","regional.media.unknown","national.media.unknown","international.media.unknown","state.nationalreach.d","unknown.nationalreach.d","state.localreach.d","unknown.localreach.d","state.d","unknown.d","stateunknown.d","polgroup.d","other.d","capital.state.d","capital.unknown.d","capital.stateunknown.d","nocapital.state.d","nocapital.unknown.d","regional.media.state.d","national.media.state.d","international.media.state.d","regional.media.unknown.d","national.media.unknown.d","international.media.unknown.d","nonregional.state.d","nonregional.unknown.d"
2013,"Algeria",0.338,0.683,0.876,0.044,-0.975,-1.67,5,5,-1.423,0.076,"electoral autocracy",0,2,2,2,4614.56628565405,38186135,1,0,1,20,22,17,59,1,-0.6893736,2,4,4,0.114244,0.021025,17.4579830495764,17.4382349049694,8.4369731632474,8.42942098740475,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Angola",0.317,0.895,1.09,0.051,NA,-1.251,4,0,NA,NA,"electoral autocracy",0,-2,-2,-3,4105.27990027826,23448202,NA,0,0,19,29,21,69,0,-1.267904,-2,4,4,0.100489,0.025281,16.970304376143,16.9372423305114,8.32002920476988,8.28717631037092,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Argentina",0.778,0.456,0.6,0.984,-1.396,2.127,11,5,1.394,0.916,"electoral democracy",1,8,8,6,10711.2295304312,42538304,NA,0,0,14,21,16,51,1,-0.7076761,8,64,64,0.605284,0.341056,17.5659154985824,17.5554448480368,9.27904795894695,9.26466427906797,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Armenia",0.386,0.731,1.407,0.059,-0.436,-1.179,6,5,-0.409,0.343,"electoral autocracy",0,5,5,4,3588.20032485784,2992192,NA,0,0,19,23,20,62,0,-0.3442122,5,25,25,0.148996,0.055225,14.9115167871406,14.9068763205359,8.18540605352032,8.15757932997017,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Australia",0.909,0.037,-2.385,0.993,1.299,2.402,15,5,2.191,0.985,"liberal democracy",1,10,10,7,53703.5747322167,23117353,NA,0,0,5,10,7,22,2,1.778639,10,100,100,0.826281,0.751689,16.9560941055946,16.9391193780961,10.8912348468515,10.8841020200723,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Austria",0.903,0.054,-2.5,0.977,1.925,2.015,15,5,2.07,0.981,"liberal democracy",1,10,10,7,47726.0309760194,8479375,NA,0,0,8,8,5,21,2,1.851382,10,100,100,0.815409,0.674041,15.9531473022217,15.9473062623618,10.7732322507916,10.7778318261327,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Azerbaijan",0.2,0.945,2.916,0.054,2.162,-1.229,4,5,-1.091,0.14,"electoral autocracy",0,-7,-7,-4,6078.32064851423,9416801,NA,0,0,28,34,22,84,0,-0.7238573,-7,49,49,0.04,0.004624,16.0580059922736,16.0450715220035,8.7124837276815,8.66906926012814,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Bahrain",0.163,0.516,1.357,0,0.824,NA,1,2,-1.895,0.028,"closed autocracy",0,-10,-10,-6,21249.2650908121,1349427,NA,0,0,28,37,22,87,0,0.3310837,-10,100,100,0.026569,0.0016,14.1151906158681,14.1033753637193,9.96407758979274,9.92314063408983,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Barbados",0.79,0.133,-1.798,0,1.628,NA,16,NA,NA,0,"electoral democracy",1,NA,NA,NA,15895.7072011814,282503,NA,0,0,3,9,6,18,2,1.046183,NA,NA,NA,0.6241,0.452929,12.5514444489813,12.5481718780165,9.6738043644081,9.67779843612565,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Belarus",0.253,0.387,-0.845,0.06,0.684,-1.551,1,2,-0.956,0.165,"electoral autocracy",0,-7,-7,-4,6330.85633668091,9465997,NA,0,0,29,36,28,93,0,-0.9009195,-7,49,49,0.064009,0.009801,16.0632166725246,16.0630579867383,8.75319078824447,8.74267068776084,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Belgium",0.904,0.019,-1.922,0.981,1.921,2.031,15,5,2.019,0.977,"liberal democracy",1,8,8,7,44050.5426629975,11182817,NA,0,0,2,4,5,11,2,1.438435,8,64,64,0.817216,0.717409,16.2298889617523,16.2249971187393,10.6930929505392,10.6986566670578,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Benin",0.652,0.674,0.47,0.036,0.362,-1.468,12,5,0.91,0.818,"liberal democracy",1,7,7,5,781.133059980759,10322232,NA,0,0,12,11,13,36,1,-0.5686672,7,49,49,0.425104,0.2809,16.1498105737025,16.1230624957378,6.66074550662233,6.6180319221585,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Bhutan",0.545,0.151,-1.094,0.768,-0.67,0.81,6,5,0.929,0.828,"electoral democracy",0,5,5,4,2432.7516061747,754637,NA,0,0,18,21,20,59,1,0.2903239,3,25,9,0.297025,0.210681,13.5339921179103,13.5194077974923,7.79677824393195,7.79016388695009,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Bolivia",0.662,0.475,1.208,0.911,0.298,1.344,6,5,1.8,0.964,"electoral democracy",1,7,7,6,2231.55870151426,10399931,NA,0,0,14,22,12,48,1,-1.046429,7,49,49,0.438244,0.1764,16.1573097294742,16.1416912718293,7.71045558957781,7.66029971371929,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Bosnia & Herzegovina",0.604,0.685,0.423,0.973,0.007,1.934,10,5,1.437,0.924,"electoral democracy",1,-66,NA,-66,4594.7460432455,3823533,NA,0,0,10,23,17,50,1,-0.1515693,NA,NA,NA,0.364816,0.173056,15.1566854222648,15.1579624822004,8.43266876519836,8.40773189920675,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Botswana",0.71,0.211,-2.101,0.333,-0.226,-0.403,12,2,1.415,0.902,"liberal democracy",1,8,8,6,7149.46816681614,2176510,NA,0,0,11,17,13,41,1,0.5960982,8,64,64,0.5041,0.357604,14.5932332344964,14.5729565434322,8.87479325065808,8.80103325685268,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Bulgaria",0.676,0.461,-0.453,0.064,-0.778,-1.12,11,5,1.836,0.967,"electoral democracy",1,9,9,7,7162.99482436387,7265115,NA,0,0,11,16,12,39,1,-0.1024054,9,81,81,0.456976,0.328329,15.7985946841799,15.804191156354,8.87668344406273,8.86250299250808,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Burkina Faso",0.608,0.637,0.743,0.242,1.465,-0.036,7,5,0.229,0.59,"electoral democracy",0,0,0,-1,631.282519392523,17084554,NA,0,0,14,17,13,44,1,-0.5304499,0,0,0,0.369664,0.185761,16.6536853384205,16.6243596663909,6.44775349513202,6.4215616444457,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Burundi",0.315,0.907,1.009,0.097,-0.609,-0.859,4,5,-0.352,0.352,"electoral autocracy",1,6,6,5,219.532939480784,10465959,NA,0,0,24,29,21,74,0,-1.069999,6,36,36,0.099225,0.014884,16.1636385484596,16.1304758984585,5.39150228722814,5.3797484162402,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"C<U+00F4>te d<U+2019>Ivoire",0.535,0.557,0.19,0.757,-1.682,0.763,5,5,0.694,0.757,"electoral democracy",0,4,4,4,1326.47147808701,21622490,NA,0,0,15,21,19,55,1,-0.9050444,4,16,16,0.286225,0.132496,16.8892445346815,16.8649087564905,7.19027767171603,7.129450752073,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Cambodia",0.309,0.883,1.222,0.206,-0.375,-0.8,2,5,-0.18,0.421,"electoral autocracy",0,2,2,2,920.303571993388,15078564,NA,0,0,23,24,19,66,0,-1.004117,2,4,4,0.095481,0.012996,16.5287846905457,16.5123147591966,6.82470358517313,6.76903888477779,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Cameroon",0.361,0.921,2.47,0.022,-1.533,-1.689,2,5,-0.897,0.182,"electoral autocracy",0,-4,-4,-4,1222.82835097346,22211166,NA,0,0,22,23,21,66,0,-1.050953,-4,16,16,0.130321,0.025281,16.916105693367,16.8909541612153,7.1089217750386,7.07994798954816,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Canada",0.863,0.017,-2.433,0.983,1.184,2.112,15,5,1.961,0.976,"liberal democracy",1,10,10,7,49353.3136389154,35155451,NA,0,0,5,8,6,19,2,1.755976,10,100,100,0.744769,0.648025,17.3752902424337,17.3637058133053,10.8067601882795,10.7938959188633,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Cape Verde",0.806,0.171,-1.347,0,1.608,NA,14,5,0.905,0.817,"liberal democracy",1,10,10,7,3475.28776530135,507258,NA,0,0,6,9,12,27,2,0.5359706,10,100,100,0.649636,0.540225,13.1367750288796,13.124101865358,8.15343256472898,8.15825754823319,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Central African Republic",0.268,0.896,2.558,0.082,-0.931,-0.964,0,0,NA,NA,"electoral autocracy",0,-77,0,-77,287.018949517045,4710678,1,0,1,24,32,21,77,0,-1.793081,-1,0,1,0.071824,0.021025,15.3653424046775,15.3457970320929,5.65954823977178,6.13637771782319,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Chad",0.283,0.978,2.316,0.091,-0.922,-0.886,2,5,-1.205,0.113,"electoral autocracy",0,-2,-2,-2,933.835162711847,13145788,NA,0,0,22,31,22,75,0,-1.382488,-2,4,4,0.080089,0.011236,16.3916119610972,16.3583295271488,6.83929993733425,6.81714765150089,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Chile",0.904,0.102,-2.245,0.265,1.031,-0.615,14,5,1.411,0.92,"liberal democracy",1,10,10,7,14364.140969913,17575833,NA,0,0,8,14,9,31,1,1.367829,10,100,100,0.817216,0.708964,16.6820353914084,16.6713160030501,9.57249016941039,9.54421390648507,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Comoros",0.584,0.599,1.037,0.963,-2.001,1.772,8,5,1.622,0.949,"electoral democracy",1,9,9,7,771.901820713063,751697,NA,0,0,14,20,15,49,1,-0.9368037,9,81,81,0.341056,0.136161,13.5300885962038,13.5058023480487,6.64885736669517,6.63874218819188,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Congo - Brazzaville",0.256,0.638,1.567,0.098,-0.69,-1.279,2,0,1.202,0.443,"electoral autocracy",0,-4,-4,-2,3034.37497941812,4394334,NA,0,0,16,24,17,57,1,-1.11283,-4,16,16,0.065536,0.011664,15.2958265417825,15.2709083177961,8.01776074469678,8.00885060227664,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Costa Rica",0.907,0.195,-1.305,0,1.089,NA,13,5,1.593,0.944,"liberal democracy",1,10,10,7,8833.18476424437,4706433,NA,0,0,5,7,6,18,2,0.55167,10,100,100,0.822649,0.748225,15.3644408542365,15.3532694229404,9.08627090402261,9.07717196812188,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Croatia",0.829,0.271,-0.37,0.901,0.264,1.281,11,5,1.386,0.916,"electoral democracy",1,9,9,7,13532.8607850919,4255689,NA,0,0,9,16,15,40,1,0.2916495,9,81,81,0.687241,0.494209,15.2637672340254,15.2665523246539,9.51287613895435,9.52078726035054,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Cuba",0.167,0.823,-1.512,0.261,2.046,-0.662,2,2,-1.351,0.089,"closed autocracy",0,-7,-7,-3,6160.29051768197,11362505,NA,0,0,28,34,28,90,0,-0.6972642,-7,49,49,0.027889,0.006561,16.2458294575118,16.2440788399356,8.72587921737683,8.7005229954957,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Cyprus",0.861,0.18,-0.947,0,-0.054,NA,15,5,1.139,0.873,"liberal democracy",1,10,10,7,27097.307095245,1141652,NA,0,0,5,11,9,25,2,1.036581,10,100,100,0.741321,0.564001,13.9479868942125,13.9371111862211,10.2071896327512,10.266237874094,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Czechia",0.876,0.251,-1.077,0.964,1.558,1.759,14,5,1.266,0.899,"liberal democracy",1,9,9,7,19826.740035844,10514272,NA,0,0,4,8,8,20,2,1.039771,9,81,81,0.767376,0.64,16.1682441302951,16.1679124308346,9.89478681242926,9.89996695703422,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Denmark",0.929,0.007,-3.053,0.973,1.848,1.913,15,5,1.793,0.963,"liberal democracy",1,10,10,7,58787.8204648416,5614932,NA,0,0,2,5,5,12,2,1.900482,10,100,100,0.863041,0.806404,15.5409400356628,15.5367710220553,10.9816899774796,10.976568786173,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Djibouti",0.275,0.729,0.952,0.115,-0.688,-0.758,4,5,0.585,0.721,"electoral autocracy",0,3,3,3,1501.27229788694,864554,NA,0,0,24,28,23,75,0,-0.7720865,2,9,4,0.075625,0.015876,13.6699690460066,13.6565957141754,7.31406822616445,7.2786522771167,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Dominican Republic",0.645,0.807,1.411,0.394,-0.886,0.795,8,5,0.944,0.825,"electoral democracy",1,8,8,6,5825.47002387955,10281408,NA,0,0,8,20,13,41,1,-0.5323906,8,64,64,0.416025,0.136161,16.145847773593,16.133480298042,8.66999496597335,8.6360318310863,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"El Salvador",0.664,0.462,1.026,0.455,-0.802,1.337,9,5,1.402,0.919,"electoral democracy",1,8,8,6,3730.42229227465,6089644,NA,0,0,9,16,14,39,1,-0.6190593,8,64,64,0.440896,0.2025,15.6221001814914,15.6192369701804,8.22427672131655,8.2088356161456,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Equatorial Guinea",0.178,0.847,1.309,0.008,1.684,-2.15,0,0,-1.539,0.032,"electoral autocracy",0,-6,-6,-3,22617.3253524573,797082,NA,0,0,27,36,27,90,0,-1.349341,-6,36,36,0.031684,0.002601,13.5887128383018,13.5589769620634,10.026471500082,10.0984177560697,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Eritrea",0.085,0.652,1.176,0.007,1.346,-2.237,0,2,-2.675,0.004,"closed autocracy",0,-7,-7,-4,NA,NA,NA,0,0,30,40,24,94,0,-1.407486,-7,49,49,0.007225,0.000144,NA,NA,NA,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Estonia",0.888,0.05,-2.462,0.464,1.482,1.462,14,5,2.094,0.982,"liberal democracy",1,9,9,7,16833.0584438366,1317997,NA,0,0,5,4,7,16,2,1.19848,9,81,81,0.788544,0.698896,14.091623717866,14.0951826358922,9.73109999639289,9.7134884829129,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Ethiopia",0.232,0.67,1.124,0.273,-1.229,-0.609,3,5,-1.396,0.087,"electoral autocracy",0,-3,-3,-3,422.851830873218,94558374,1,0,1,27,35,19,81,0,-0.6474136,-3,9,9,0.053824,0.01,18.3647279160427,18.3393753586035,6.04702183605974,5.97178481029982,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Fiji",0.155,0.158,-1.201,0.064,-0.119,-1.141,6,0,0.431,0.333,"closed autocracy",0,-4,-4,-2,3959.21008959416,880487,NA,0,0,18,24,12,54,1,-0.8229526,-4,16,16,0.024025,0.009604,13.688230442471,13.6810164163313,8.28379981202657,8.23198584443627,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Finland",0.894,0.039,-2.149,0.473,1.767,1.594,16,5,1.83,0.967,"liberal democracy",1,10,10,7,45718.368682964,5438972,NA,0,0,4,3,4,11,2,1.936688,10,100,100,0.799236,0.7056,15.5091006303867,15.5044933926588,10.7302554366721,10.7424719143239,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"France",0.916,0.056,-2.378,0.963,1.656,1.796,15,5,1.961,0.974,"liberal democracy",1,9,9,6,41268.4606253644,65972097,NA,0,0,5,10,7,22,2,1.426773,9,81,81,0.839056,0.695556,18.0047424378698,17.9999972717384,10.6278538219629,10.6268531118352,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Gabon",0.443,0.629,1.646,0.468,-2.147,-0.102,6,5,1.357,0.917,"electoral autocracy",0,3,3,3,10359.5228190677,1650351,NA,0,0,24,24,22,70,0,-0.539849,3,9,9,0.196249,0.0784,14.3164985505263,14.2939094729734,9.24566145481713,9.21339864381908,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Gambia",0.263,0.739,0.332,0.599,-0.376,0.263,1,2,-0.615,0.262,"electoral autocracy",0,-5,-5,-2,541.404298711293,1866878,NA,0,0,28,35,20,83,0,-0.6429921,-5,25,25,0.069169,0.014161,14.4397780749147,14.4072383353589,6.29416631713999,6.28000466418901,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Georgia",0.637,0.081,-1.431,0.285,-0.723,-0.545,8,5,-0.303,0.384,"electoral democracy",1,7,7,6,3633.74086935578,3776000,NA,0,0,12,19,16,47,1,-0.0059614,6,49,36,0.405769,0.261121,15.1441758062475,15.1570690252428,8.19801793913674,8.15181525436543,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Germany",0.905,0.014,-2.282,0.994,1.288,2.496,15,5,1.64,0.947,"liberal democracy",1,10,10,7,44357.3777258402,80645605,NA,0,0,6,7,4,17,2,1.6495,10,100,100,0.819025,0.7569,18.2055748663203,18.2028458641735,10.7000343262328,10.6978794292294,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Ghana",0.73,0.654,1.471,0.052,-0.312,-1.261,12,2,-0.902,0.174,"liberal democracy",1,8,8,6,1644.84533970772,26164432,NA,0,0,8,10,10,28,2,0.1491421,8,64,64,0.5329,0.388129,17.0799114891637,17.0559351318293,7.4054016403647,7.3588028118693,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Greece",0.826,0.284,-0.548,0.843,1.54,1.021,10,5,1.257,0.896,"liberal democracy",1,10,10,7,22252.5821113424,10965211,NA,0,0,14,20,12,46,1,0.4650219,10,100,100,0.682276,0.512656,16.210238182695,16.2174893907616,10.0102133308091,10.0359133505163,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Guinea",0.354,0.731,1.667,0.046,-0.264,-1.317,4,5,-1.428,0.075,"electoral autocracy",0,4,4,3,437.939172928558,11948726,NA,0,0,19,28,17,64,0,-1.375401,1,16,1,0.125316,0.018225,16.2961352197798,16.2689924999579,6.08208002614014,6.08648326643842,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Guinea-Bissau",0.297,0.903,1.218,0.216,-0.318,-0.208,3,0,-0.751,0.116,"closed autocracy",0,1,1,1,521.385761040781,1757138,NA,0,0,19,29,19,67,0,-1.585554,1,1,1,0.088209,0.038809,14.3791969070559,14.3547020396869,6.25649019203709,6.27281579474184,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Guyana",0.568,0.584,-0.038,0.894,-0.535,1.249,7,2,1.307,0.886,"electoral democracy",1,6,6,5,3452.20227338086,761033,NA,0,0,10,13,11,34,1,-0.5301958,6,36,36,0.322624,0.157609,13.5424319998984,13.53897941549,8.14676764648341,8.0993215683363,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Hungary",0.71,0.213,-1.818,0.925,1.509,1.423,11,5,1.461,0.93,"electoral democracy",1,10,10,7,13460.015987645,9893082,NA,0,0,11,13,11,35,1,0.5826928,10,100,100,0.5041,0.320356,16.10734628296,16.1100999705307,9.50747879098739,9.48377463676907,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
